customerid,recency,frequency,monetary,churned,recency_log,frequency_log,monetary_log,r_score,f_score,m_score,rfm_score,churn_probability,intervention
17070.0,23,1,304.24,1,3.1780538303479458,0.6931471805599453,5.721098352421432,4,2,2,8,0.72,Lost Cause
17071.0,43,6,1402.42,0,3.784189633918261,1.9459101490553132,7.246667393821103,4,5,4,13,0.0,Protect
17073.0,18,1,453.79,0,2.9444389791664403,0.6931471805599453,6.119835773947753,5,2,3,10,0.17,Maintain
17075.0,162,3,696.07,0,5.093750200806762,1.3862943611198906,6.5468858361337965,2,4,3,9,0.07,Protect
17076.0,183,2,334.2,0,5.214935757608986,1.0986122886681098,5.814727368607928,1,3,2,6,0.14,Maintain
17080.0,179,1,76.32000000000001,0,5.19295685089021,0.6931471805599453,4.34795265434013,1,2,1,4,0.83,Lost Cause
17082.0,227,1,636.94,0,5.429345628954441,0.6931471805599453,6.458244235035239,1,2,3,6,0.12,Protect
17083.0,18,3,1405.78,1,2.9444389791664403,1.3862943611198906,7.249058683836842,5,4,4,13,0.69,Save
17085.0,32,5,1562.4,1,3.4965075614664802,1.791759469228055,7.35461821578623,4,5,4,13,0.57,Save
17088.0,92,2,1399.1100000000001,0,4.532599493153256,1.0986122886681098,7.244306083945348,3,3,4,10,0.28,Protect
17090.0,7,4,811.77,0,2.0794415416798357,1.6094379124341003,6.700448166694228,5,4,4,13,0.14,Protect
17091.0,7,7,2692.0,0,2.0794415416798357,2.0794415416798357,7.898411092811599,5,5,5,15,0.0,Protect
17092.0,35,2,629.32,0,3.58351893845611,1.0986122886681098,6.446227626937433,4,3,3,10,0.38,Protect
17094.0,231,1,302.0,1,5.44673737166631,0.6931471805599453,5.713732805509369,1,2,2,5,0.94,Lost Cause
17095.0,208,2,543.96,0,5.342334251964811,1.0986122886681098,6.3007123974743235,1,3,3,7,0.39,Protect
17096.0,52,2,443.94,0,3.970291913552122,1.0986122886681098,6.0979394416149875,4,3,3,10,0.08,Maintain
17101.0,87,1,230.58,0,4.477336814478207,0.6931471805599453,5.444925386184127,3,2,2,7,0.38,Maintain
17102.0,171,1,25.5,1,5.147494476813453,0.6931471805599453,3.2771447329921766,2,2,1,5,0.8,Lost Cause
17105.0,68,2,665.78,1,4.23410650459726,1.0986122886681098,6.50246015642561,3,3,3,9,0.42,Protect
17107.0,64,3,6332.61,0,4.174387269895637,1.3862943611198906,8.753625652736867,3,4,5,12,0.09,Protect
17109.0,141,2,464.59000000000003,0,4.955827057601261,1.0986122886681098,6.14330541852335,2,3,3,8,0.08,Maintain
17110.0,74,1,163.29999999999998,1,4.31748811353631,0.6931471805599453,5.101694025043222,3,2,1,6,0.84,Lost Cause
17114.0,48,6,601.9399999999999,0,3.8918202981106265,1.9459101490553132,6.401817689288922,4,5,3,12,0.15,Protect
17115.0,92,2,612.82,0,4.532599493153256,1.0986122886681098,6.419701725558344,3,3,3,9,0.05,Protect
17117.0,197,1,116.2,1,5.288267030694535,0.6931471805599453,4.763881877142913,1,2,1,4,0.96,Lost Cause
17118.0,227,1,157.02,1,5.429345628954441,0.6931471805599453,5.062721607294587,1,2,1,4,0.69,Lost Cause
17120.0,142,1,307.46,1,4.962844630259907,0.6931471805599453,5.731592175295468,2,2,2,6,0.83,Lost Cause
17122.0,28,1,138.32,1,3.367295829986474,0.6931471805599453,4.9367734454978,4,2,1,7,0.87,Lost Cause
17123.0,71,1,345.3,1,4.276666119016055,0.6931471805599453,5.847305451408376,3,2,2,7,0.89,Lost Cause
17124.0,94,1,294.24,1,4.553876891600541,0.6931471805599453,5.687788584901852,3,2,2,7,0.91,Lost Cause
17126.0,61,5,989.45,1,4.127134385045092,1.791759469228055,6.89815938530869,3,5,4,12,0.66,Save
17128.0,244,1,157.09,1,5.501258210544727,0.6931471805599453,5.063164491108096,1,2,1,4,0.97,Lost Cause
17133.0,99,3,2478.79,0,4.605170185988092,1.3862943611198906,7.815929158154338,3,4,5,12,0.1,Protect
17134.0,16,2,413.2,1,2.833213344056216,1.0986122886681098,6.026348948961484,5,3,3,11,0.62,Lost Cause
17135.0,199,2,500.55,0,5.298317366548036,1.0986122886681098,6.217703303329494,1,3,3,7,0.17,Maintain
17138.0,185,1,380.5,1,5.225746673713202,0.6931471805599453,5.9441108507245115,1,2,2,5,0.68,Lost Cause
17139.0,32,7,6851.82,0,3.4965075614664802,2.0794415416798357,8.832415525371907,4,5,5,14,0.04,Protect
17140.0,156,1,454.12,1,5.056245805348308,0.6931471805599453,6.1205611204423915,2,2,3,7,0.93,Lost Cause
17142.0,148,1,579.0,1,5.003946305945459,0.6931471805599453,6.363028103540465,2,2,3,7,0.98,Save
17146.0,15,3,749.78,1,2.772588722239781,1.3862943611198906,6.621112666105018,5,4,4,13,0.7,Save
17147.0,116,2,973.11,0,4.762173934797756,1.0986122886681098,6.8815242336106754,2,3,4,9,0.19,Protect
17152.0,104,3,1689.5,1,4.653960350157523,1.3862943611198906,7.43277962214794,2,4,5,11,0.8,Save
17155.0,87,1,143.3,0,4.477336814478207,0.6931471805599453,4.971894465779825,3,2,1,6,0.28,Maintain
17157.0,85,1,161.46,0,4.454347296253507,0.6931471805599453,5.090431817622808,3,2,1,6,0.19,Maintain
17158.0,142,2,698.5500000000001,0,4.962844630259907,1.0986122886681098,6.550437271179295,2,3,3,8,0.15,Protect
17159.0,81,1,528.45,0,4.406719247264253,0.6931471805599453,6.271838731876463,3,2,3,8,0.21,Maintain
17160.0,18,5,3001.18,0,2.9444389791664403,1.791759469228055,8.007093970422526,5,5,5,15,0.0,Protect
17162.0,40,9,1463.66,0,3.713572066704308,2.302585092994046,7.289378412604731,4,5,4,13,0.0,Protect
17164.0,61,3,1270.42,0,4.127134385045092,1.3862943611198906,7.14788966506916,3,4,4,11,0.02,Protect
17165.0,193,1,158.68,1,5.267858159063328,0.6931471805599453,5.073171812563154,1,2,1,4,0.85,Lost Cause
17166.0,113,1,127.59,0,4.736198448394496,0.6931471805599453,4.856629048282348,2,2,1,5,0.27,Maintain
17169.0,92,1,308.68,0,4.532599493153256,0.6931471805599453,5.735539506269393,3,2,2,7,0.15,Maintain
17171.0,198,1,224.91,1,5.293304824724492,0.6931471805599453,5.420136689869131,1,2,2,5,0.81,Lost Cause
17173.0,26,2,961.26,0,3.295836866004329,1.0986122886681098,6.869284684419546,4,3,4,11,0.16,Protect
17174.0,127,1,59.9,1,4.852030263919617,0.6931471805599453,4.109233174715851,2,2,1,5,0.94,Lost Cause
17175.0,50,3,1132.63,0,3.9318256327243257,1.3862943611198906,7.033180152387622,4,4,4,12,0.21,Protect
17176.0,111,1,306.13,1,4.718498871295094,0.6931471805599453,5.7272711107251055,2,2,2,6,0.81,Lost Cause
17179.0,87,3,711.79,1,4.477336814478207,1.3862943611198906,6.569186846877494,3,4,3,10,0.78,Save
17180.0,150,3,552.8,0,5.017279836814924,1.3862943611198906,6.316803610736861,2,4,3,9,0.16,Protect
17181.0,283,1,155.52,0,5.648974238161206,0.6931471805599453,5.053183797342212,1,2,1,4,0.14,Maintain
17183.0,14,1,329.67,0,2.70805020110221,0.6931471805599453,5.801120899211115,5,2,2,9,0.2,Maintain
17187.0,136,1,203.95,1,4.919980925828125,0.6931471805599453,5.322766046950346,2,2,1,5,0.96,Lost Cause
17188.0,73,5,1815.09,0,4.30406509320417,1.791759469228055,7.504441117404574,3,5,5,13,0.01,Protect
17189.0,15,2,383.75,1,2.772588722239781,1.0986122886681098,5.952593772718989,5,3,3,11,0.29,Maintain
17190.0,116,1,195.0,0,4.762173934797756,0.6931471805599453,5.278114659230517,2,2,1,5,0.28,Maintain
17191.0,4,6,1561.51,0,1.6094379124341003,1.9459101490553132,7.354048781590077,5,5,4,14,0.13,Protect
17193.0,86,2,448.56,0,4.465908118654584,1.0986122886681098,6.108269326650066,3,3,3,9,0.22,Maintain
17194.0,270,1,226.78,1,5.602118820879701,0.6931471805599453,5.428380250846205,1,2,2,5,0.96,Lost Cause
17198.0,274,2,521.66,0,5.616771097666572,1.0986122886681098,6.258931157058855,1,3,3,7,0.08,Maintain
17204.0,84,4,1564.56,1,4.442651256490317,1.6094379124341003,7.355998866445309,3,4,4,11,0.72,Save
17211.0,89,6,1464.89,0,4.499809670330265,1.9459101490553132,7.290217845524985,3,5,4,12,0.11,Protect
17212.0,162,1,226.85,1,5.093750200806762,0.6931471805599453,5.428687517709892,2,2,2,6,0.77,Lost Cause
17213.0,50,5,1780.01,0,3.9318256327243257,1.791759469228055,7.4849358980970315,4,5,5,14,0.46,Protect
17214.0,158,4,611.97,0,5.0689042022202315,1.6094379124341003,6.418315995097519,2,4,3,9,0.22,Protect
17217.0,143,1,113.5,1,4.969813299576001,0.6931471805599453,4.740574822994295,2,2,1,5,0.97,Lost Cause
17218.0,123,5,943.58,0,4.820281565605037,1.791759469228055,6.850740384254593,2,5,4,11,0.19,Protect
17220.0,8,10,2288.08,0,2.1972245773362196,2.3978952727983707,7.735905269101559,5,5,5,15,0.0,Protect
17223.0,219,2,381.89,1,5.393627546352362,1.0986122886681098,5.947747741662709,1,3,2,6,0.95,Lost Cause
17226.0,218,1,393.49,1,5.389071729816501,0.6931471805599453,5.977593791422191,1,2,3,6,0.94,Lost Cause
17227.0,82,3,473.75,0,4.418840607796598,1.3862943611198906,6.162788349692395,3,4,3,10,0.21,Maintain
17228.0,117,4,687.58,0,4.770684624465665,1.6094379124341003,6.534631506044636,2,4,3,9,0.02,Protect
17229.0,5,2,318.76,1,1.791759469228055,1.0986122886681098,5.767570714403068,5,3,2,10,0.79,Lost Cause
17230.0,173,8,3638.41,1,5.159055299214529,2.1972245773362196,8.199576859581033,1,5,5,11,0.71,Save
17231.0,35,7,1905.82,0,3.58351893845611,2.0794415416798357,7.553192212052672,4,5,5,14,0.05,Protect
17234.0,92,1,149.89,1,4.532599493153256,0.6931471805599453,5.01655109452556,3,2,1,6,0.89,Lost Cause
17235.0,281,1,341.90000000000003,0,5.641907070938114,0.6931471805599453,5.837438859468874,1,2,2,5,0.38,Maintain
17236.0,88,5,697.73,0,4.48863636973214,1.791759469228055,6.549264401519426,3,5,3,11,0.28,Protect
17238.0,45,11,1943.57,0,3.828641396489095,2.4849066497880004,7.572796151919312,4,5,5,14,0.19,Protect
17239.0,222,1,382.5,1,5.407171771460119,0.6931471805599453,5.949339620807311,1,2,2,5,0.84,Lost Cause
17242.0,17,2,1135.04,1,2.8903717578961645,1.0986122886681098,7.0353038099288,5,3,4,12,0.79,Save
17243.0,2,16,4323.96,0,1.0986122886681098,2.833213344056216,8.372158170768298,5,5,5,15,0.0,Protect
17245.0,114,1,171.45000000000002,1,4.74493212836325,0.6931471805599453,5.15010733938285,2,2,1,5,0.79,Lost Cause
17248.0,29,1,318.65,1,3.4011973816621555,0.6931471805599453,5.767226647212736,4,2,2,8,0.7,Lost Cause
17250.0,170,1,162.65,0,5.14166355650266,0.6931471805599453,5.097730000947189,2,2,1,5,0.67,Lost Cause
17251.0,272,1,269.83,1,5.60947179518496,0.6931471805599453,5.601491317767735,1,2,2,5,0.92,Lost Cause
17252.0,26,2,348.90999999999997,1,3.295836866004329,1.0986122886681098,5.857675978559423,4,3,2,9,0.75,Lost Cause
17255.0,208,1,108.25999999999999,0,5.342334251964811,0.6931471805599453,4.693730362967571,1,2,1,4,0.3,Maintain
17256.0,16,2,240.0,1,2.833213344056216,1.0986122886681098,5.484796933490655,5,3,2,10,0.76,Lost Cause
17259.0,57,2,581.23,1,4.060443010546419,1.0986122886681098,6.366865558668267,3,3,3,9,0.74,Save
17262.0,136,4,955.3600000000001,0,4.919980925828125,1.6094379124341003,6.863134411204733,2,4,4,10,0.43,Protect
17263.0,117,1,63.440000000000005,1,4.770684624465665,0.6931471805599453,4.165734558308774,2,2,1,5,0.77,Lost Cause
17265.0,48,2,550.01,1,3.8918202981106265,1.0986122886681098,6.311752957808554,4,3,3,10,0.66,Save
17266.0,57,1,113.06,0,4.060443010546419,0.6931471805599453,4.736724625728393,3,2,1,6,0.06,Maintain
17267.0,36,2,317.2,1,3.6109179126442243,1.0986122886681098,5.762680115903686,4,3,2,9,0.78,Lost Cause
17268.0,17,4,763.64,1,2.8903717578961645,1.6094379124341003,6.639405134829848,5,4,4,13,0.68,Save
17272.0,108,2,1409.44,0,4.6913478822291435,1.0986122886681098,7.251656991430226,2,3,4,9,0.07,Protect
17277.0,137,2,1065.3500000000001,1,4.927253685157205,1.0986122886681098,6.9719968810436015,2,3,4,9,0.9,Save
17278.0,150,1,246.04000000000002,1,5.017279836814924,0.6931471805599453,5.509550266836412,2,2,2,6,0.52,Lost Cause
17282.0,39,3,1685.46,1,3.6888794541139363,1.3862943611198906,7.430386936461763,4,4,5,13,0.7,Save
17284.0,30,5,1489.04,0,3.4339872044851463,1.791759469228055,7.306558244216751,4,5,4,13,0.02,Protect
17287.0,52,5,702.41,0,3.970291913552122,1.791759469228055,6.555939936600754,4,5,3,12,0.2,Protect
17288.0,116,5,663.7,0,4.762173934797756,1.791759469228055,6.499335811047536,2,5,3,10,0.06,Protect
17289.0,89,1,164.45,0,4.499809670330265,0.6931471805599453,5.1086690343676215,3,2,1,6,0.22,Maintain
17291.0,217,1,550.8000000000001,1,5.384495062789089,0.6931471805599453,6.313185661783185,1,2,3,6,0.87,Save
17293.0,28,5,867.03,0,3.367295829986474,1.791759469228055,6.766226276275072,4,5,4,13,0.0,Protect
17298.0,10,2,498.42,1,2.3978952727983707,1.0986122886681098,6.21344742510144,5,3,3,11,0.63,Lost Cause
17299.0,9,2,268.19,0,2.302585092994046,1.0986122886681098,5.595417449978076,5,3,2,10,0.08,Maintain
17302.0,32,3,661.61,0,3.4965075614664802,1.3862943611198906,6.496186581813487,4,4,3,11,0.14,Protect
17303.0,270,1,250.04,1,5.602118820879701,0.6931471805599453,5.525612288984722,1,2,2,5,1.0,Lost Cause
17306.0,9,15,6700.06,0,2.302585092994046,2.772588722239781,8.810021001820564,5,5,5,15,0.0,Protect
17309.0,4,1,82.75,1,1.6094379124341003,0.6931471805599453,4.427836170705175,5,2,1,8,0.84,Lost Cause
17311.0,226,1,556.46,0,5.424950017481403,0.6931471805599453,6.323390751881276,1,2,3,6,0.34,Protect
17312.0,48,3,644.3,1,3.8918202981106265,1.3862943611198906,6.469715324941794,4,4,3,11,0.73,Save
17314.0,58,5,1506.92,0,4.07753744390572,1.791759469228055,7.318486496762802,3,5,4,12,0.0,Protect
17315.0,9,28,4328.01,0,2.302585092994046,3.367295829986474,8.373094157441622,5,5,5,15,0.0,Protect
17320.0,9,3,1200.6200000000001,1,2.302585092994046,1.3862943611198906,7.091425925345387,5,4,4,13,0.93,Save
17323.0,34,4,527.55,0,3.5553480614894135,1.6094379124341003,6.270137408214672,4,4,3,11,0.11,Maintain
17324.0,241,2,702.23,0,5.488937726156687,1.0986122886681098,6.555684007577006,1,3,3,7,0.36,Protect
17325.0,189,1,96.8,1,5.247024072160486,0.6931471805599453,4.582924577040772,1,2,1,4,0.9,Lost Cause
17329.0,224,1,243.36,0,5.41610040220442,0.6931471805599453,5.498642547781566,1,2,2,5,0.29,Maintain
17331.0,33,1,175.2,1,3.5263605246161616,0.6931471805599453,5.171619713502079,4,2,1,7,0.96,Lost Cause
17334.0,211,2,307.02000000000004,1,5.356586274672012,1.0986122886681098,5.73016471593032,1,3,2,6,0.96,Lost Cause
17337.0,60,4,1979.61,1,4.110873864173311,1.6094379124341003,7.591160157049514,3,4,5,12,0.35,Protect
17338.0,23,7,5158.88,0,3.1780538303479458,2.0794415416798357,8.548668602391235,4,5,5,14,0.03,Protect
17339.0,3,2,243.36,1,1.3862943611198906,1.0986122886681098,5.498642547781566,5,3,2,10,0.7,Lost Cause
17340.0,29,7,7593.650000000001,0,3.4011973816621555,2.0794415416798357,8.935199331018714,4,5,5,14,0.06,Protect
17341.0,66,3,682.29,1,4.204692619390966,1.3862943611198906,6.5269193668194045,3,4,3,10,0.79,Save
17343.0,264,1,193.64,1,5.579729825986222,0.6931471805599453,5.2711516984752675,1,2,1,4,0.85,Lost Cause
17345.0,2,3,281.18,0,1.0986122886681098,1.3862943611198906,5.642545165185012,5,4,2,11,0.08,Maintain
17346.0,12,8,1228.78,0,2.5649493574615367,2.1972245773362196,7.114590570580168,5,5,4,14,0.03,Protect
17348.0,207,1,160.15,0,5.337538079701318,0.6931471805599453,5.082335608261447,1,2,1,4,0.57,Lost Cause
17349.0,88,1,98.25,1,4.48863636973214,0.6931471805599453,4.5976419195673,3,2,1,6,0.83,Lost Cause
17351.0,78,2,427.3,0,4.3694478524670215,1.0986122886681098,6.059823884621325,3,3,3,9,0.3,Maintain
17353.0,38,2,1740.0,1,3.6635616461296463,1.0986122886681098,7.462214939768189,4,3,5,12,0.66,Save
17356.0,221,1,178.22,1,5.402677381872279,0.6931471805599453,5.188614101456073,1,2,1,4,0.91,Lost Cause
17358.0,212,2,360.81,1,5.3612921657094255,1.0986122886681098,5.891119212159107,1,3,2,6,0.96,Lost Cause
17360.0,93,1,320.9,0,4.543294782270004,0.6931471805599453,5.774240938304763,3,2,2,7,0.23,Maintain
17361.0,95,2,263.92,0,4.564348191467836,1.0986122886681098,5.579427893616779,3,3,2,8,0.25,Maintain
17362.0,148,2,312.23,1,5.003946305945459,1.0986122886681098,5.746937744970129,2,3,2,7,0.69,Lost Cause
17364.0,46,6,2617.41,0,3.8501476017100584,1.9459101490553132,7.870322542305861,4,5,5,14,0.01,Protect
17365.0,79,5,2336.81,0,4.382026634673881,1.791759469228055,7.756969872690401,3,5,5,13,0.12,Protect
17367.0,147,1,167.55,1,4.997212273764115,0.6931471805599453,5.12723244168007,2,2,1,5,0.89,Lost Cause
17368.0,2,6,1605.07,0,1.0986122886681098,1.9459101490553132,7.381545480107277,5,5,5,15,0.02,Protect
17370.0,1,2,228.06,0,0.6931471805599453,1.0986122886681098,5.43398397796957,5,3,2,10,0.19,Maintain
17371.0,270,1,92.14,0,5.602118820879701,0.6931471805599453,4.534103737554231,1,2,1,4,0.33,Maintain
17372.0,75,6,1055.63,0,4.330733340286331,1.9459101490553132,6.962839877285689,3,5,4,12,0.05,Protect
17373.0,43,2,287.3,0,3.784189633918261,1.0986122886681098,5.664001604644357,4,3,2,9,0.1,Maintain
17374.0,128,2,495.77,1,4.859812404361672,1.0986122886681098,6.208127142322502,2,3,3,8,0.76,Lost Cause
17375.0,108,3,400.1,1,4.6913478822291435,1.3862943611198906,5.9942107727760074,2,4,3,9,0.95,Lost Cause
17376.0,220,1,105.85,0,5.3981627015177525,0.6931471805599453,4.671425981765156,1,2,1,4,0.2,Maintain
17377.0,35,9,2040.34,0,3.58351893845611,2.302585092994046,7.621361733943452,4,5,5,14,0.04,Protect
17381.0,8,24,18261.65,0,2.1972245773362196,3.2188758248682006,9.812613269577586,5,5,5,15,0.0,Protect
17384.0,128,1,227.64999999999998,0,4.859812404361672,0.6931471805599453,5.432192450104064,2,2,2,6,0.27,Maintain
17386.0,8,5,1697.3400000000001,0,2.1972245773362196,1.791759469228055,7.437406582398086,5,5,5,15,0.0,Protect
17388.0,41,3,953.0300000000001,0,3.7376696182833684,1.3862943611198906,6.860695117494735,4,4,4,12,0.12,Protect
17389.0,5,25,9504.08,0,1.791759469228055,3.258096538021482,9.15958167150994,5,5,5,15,0.0,Protect
17391.0,73,2,508.8,1,4.30406509320417,1.0986122886681098,6.234018491942015,3,3,3,9,0.76,Lost Cause
17392.0,216,2,411.27,1,5.37989735354046,1.0986122886681098,6.021678474513991,1,3,3,7,0.66,Lost Cause
17394.0,128,1,203.86999999999998,1,4.859812404361672,0.6931471805599453,5.3223756316411075,2,2,1,5,0.9,Lost Cause
17396.0,58,5,4783.8,0,4.07753744390572,1.791759469228055,8.473199505730348,3,5,5,13,0.08,Protect
17398.0,24,3,653.38,1,3.2188758248682006,1.3862943611198906,6.483688222474311,4,4,3,11,0.74,Save
17400.0,35,5,2097.84,1,3.58351893845611,1.791759469228055,7.649140090140571,4,5,5,14,0.67,Save
17402.0,11,8,1732.45,0,2.4849066497880004,2.1972245773362196,7.4578689213286555,5,5,5,15,0.09,Protect
17405.0,59,1,393.31,0,4.0943445622221,0.6931471805599453,5.977137401961936,3,2,3,8,0.21,Maintain
17406.0,242,3,2184.42,1,5.493061443340548,1.3862943611198906,7.689563308737489,1,4,5,10,0.76,Save
17408.0,72,1,32.65,1,4.290459441148391,0.6931471805599453,3.5160130560907366,3,2,1,6,0.66,Lost Cause
17409.0,94,2,771.85,1,4.553876891600541,1.0986122886681098,6.6500849805983275,3,3,4,10,0.66,Save
17410.0,5,2,419.55,0,1.791759469228055,1.0986122886681098,6.041563378408446,5,3,3,11,0.08,Maintain
17411.0,170,1,285.58,0,5.14166355650266,0.6931471805599453,5.658017729288456,2,2,2,6,0.33,Maintain
17412.0,105,4,709.82,0,4.663439094112067,1.6094379124341003,6.566419233194723,2,4,3,9,0.18,Protect
17414.0,94,1,598.0,0,4.553876891600541,0.6931471805599453,6.395261598115449,3,2,3,8,0.14,Protect
17416.0,19,5,5294.49,0,2.995732273553991,1.791759469228055,8.574610793886134,5,5,5,15,0.0,Protect
17418.0,233,1,167.39000000000001,0,5.455321115357702,0.6931471805599453,5.126282717622217,1,2,1,4,0.16,Maintain
17419.0,53,8,2660.0,0,3.9889840465642745,2.1972245773362196,7.886457270977689,3,5,5,13,0.0,Protect
17420.0,80,2,391.51,0,4.394449154672439,1.0986122886681098,5.972562014604918,3,3,3,9,0.4,Maintain
17422.0,2,5,1698.97,0,1.0986122886681098,1.791759469228055,7.438365882829773,5,5,5,15,0.0,Protect
17423.0,127,1,449.42,0,4.852030263919617,0.6931471805599453,6.110180480812966,2,2,3,7,0.24,Maintain
17426.0,0,4,4280.59,0,0.0,1.6094379124341003,8.362079714915641,5,4,5,14,0.2,Protect
17428.0,20,20,10661.09,0,3.044522437723423,3.044522437723423,9.2744497385401,4,5,5,14,0.0,Protect
17429.0,37,3,524.9200000000001,1,3.6375861597263857,1.3862943611198906,6.265149109915909,4,4,3,11,0.73,Lost Cause
17430.0,274,1,112.6,0,5.616771097666572,0.6931471805599453,4.732683506287051,1,2,1,4,0.13,Maintain
17431.0,222,1,403.3,1,5.407171771460119,0.6931471805599453,6.002157176646725,1,2,3,6,0.89,Lost Cause
17436.0,136,1,122.4,0,4.919980925828125,0.6931471805599453,4.8154311114712876,2,2,1,5,0.41,Maintain
17438.0,163,1,388.45000000000005,1,5.099866427824199,0.6931471805599453,5.9647354873659575,2,2,3,7,0.93,Lost Cause
17440.0,66,3,186.42000000000002,1,4.204692619390966,1.3862943611198906,5.233352087695677,3,4,1,8,0.99,Lost Cause
17442.0,3,5,1921.69,0,1.3862943611198906,1.791759469228055,7.561480526145366,5,5,5,15,0.01,Protect
17446.0,86,2,120.89999999999999,1,4.465908118654584,1.0986122886681098,4.803201036487226,3,3,1,7,0.98,Lost Cause
17449.0,4,4,1494.55,0,1.6094379124341003,1.6094379124341003,7.3102493111453475,5,4,4,13,0.17,Protect
17450.0,4,23,86301.54,0,1.6094379124341003,3.1780538303479458,11.36561430885161,5,5,5,15,0.0,Protect
17451.0,15,1,346.01,0,2.772588722239781,0.6931471805599453,5.84935359797542,5,2,2,9,0.29,Maintain
17454.0,101,4,517.53,1,4.624972813284271,1.6094379124341003,6.25099788520506,2,4,3,9,0.95,Lost Cause
17455.0,113,1,131.7,1,4.736198448394496,0.6931471805599453,4.888090941338162,2,2,1,5,0.72,Lost Cause
17456.0,274,1,249.86,1,5.616771097666572,0.6931471805599453,5.524895014596528,1,2,2,5,0.98,Lost Cause
17457.0,36,5,1737.7,1,3.6109179126442243,1.791759469228055,7.460892986533744,4,5,5,14,0.72,Save
17460.0,3,6,622.4300000000001,1,1.3862943611198906,1.9459101490553132,6.435236489370733,5,5,3,13,0.77,Save
17462.0,193,1,463.40999999999997,0,5.267858159063328,0.6931471805599453,6.140767782752969,1,2,3,6,0.12,Maintain
17463.0,85,3,1227.59,0,4.454347296253507,1.3862943611198906,7.113622449351106,3,4,4,11,0.04,Protect
17464.0,67,1,289.96000000000004,1,4.219507705176107,0.6931471805599453,5.673185800678734,3,2,2,7,0.93,Lost Cause
17469.0,18,3,1050.27,0,2.9444389791664403,1.3862943611198906,6.957754236076459,5,4,4,13,0.11,Protect
17470.0,36,4,816.47,0,3.6109179126442243,1.6094379124341003,6.706214204850341,4,4,4,12,0.04,Protect
17472.0,100,3,697.54,1,4.61512051684126,1.3862943611198906,6.548992442626483,2,4,3,9,0.72,Save
17481.0,3,1,260.63,0,1.3862943611198906,0.6931471805599453,5.566931291907004,5,2,2,9,0.21,Maintain
17483.0,43,2,274.74,0,3.784189633918261,1.0986122886681098,5.619458392743483,4,3,2,9,0.13,Maintain
17486.0,170,1,396.87,1,5.14166355650266,0.6931471805599453,5.986125318762377,2,2,3,7,0.9,Lost Cause
17489.0,122,1,208.56,0,4.812184355372417,0.6931471805599453,5.345010094540019,2,2,2,6,0.71,Lost Cause
17490.0,86,1,305.2,0,4.465908118654584,0.6931471805599453,5.7242384832235835,3,2,2,7,0.34,Maintain
17491.0,5,6,2118.11,0,1.791759469228055,1.9459101490553132,7.658751468199861,5,5,5,15,0.0,Protect
17492.0,157,1,374.57,1,5.062595033026967,0.6931471805599453,5.92844487193968,2,2,2,6,0.99,Lost Cause
17496.0,268,1,271.05,1,5.594711379601839,0.6931471805599453,5.605985872931934,1,2,2,5,0.94,Lost Cause
17499.0,199,1,622.88,1,5.298317366548036,0.6931471805599453,6.435958042183625,1,2,3,6,0.77,Save
17501.0,130,2,288.6,1,4.875197323201151,1.0986122886681098,5.668500660511562,2,3,2,7,0.84,Lost Cause
17504.0,115,9,2997.03,1,4.7535901911063645,2.302585092994046,8.00571068528359,2,5,5,12,0.66,Save
17505.0,70,2,1145.8400000000001,1,4.2626798770413155,1.0986122886681098,7.0447656130660885,3,3,4,10,0.58,Save
17507.0,171,2,605.58,1,5.147494476813453,1.0986122886681098,6.407836624054821,2,3,3,8,0.88,Save
17511.0,3,21,59375.75,0,1.3862943611198906,3.091042453358316,10.991658014586813,5,5,5,15,0.0,Protect
17512.0,30,8,1891.9,0,3.4339872044851463,2.1972245773362196,7.5458653236121735,4,5,5,14,0.0,Protect
17514.0,37,1,208.65,1,3.6375861597263857,0.6931471805599453,5.345439473616771,4,2,2,8,0.55,Lost Cause
17515.0,115,3,571.37,0,4.7535901911063645,1.3862943611198906,6.349785635407329,2,4,3,9,0.36,Protect
17516.0,28,4,605.65,0,3.367295829986474,1.6094379124341003,6.407952018497882,4,4,3,11,0.12,Protect
17517.0,218,1,153.94,1,5.389071729816501,0.6931471805599453,5.043037945203756,1,2,1,4,0.97,Lost Cause
17519.0,43,5,1488.0,0,3.784189633918261,1.791759469228055,7.305860032684009,4,5,4,13,0.01,Protect
17521.0,108,1,159.56,0,4.6913478822291435,0.6931471805599453,5.078667704488082,2,2,1,5,0.37,Maintain
17522.0,48,4,907.69,0,3.8918202981106265,1.6094379124341003,6.812004001908714,4,4,4,12,0.0,Protect
17524.0,270,1,145.0,1,5.602118820879701,0.6931471805599453,4.983606621708336,1,2,1,4,0.85,Lost Cause
17525.0,269,1,422.7,1,5.598421958998375,0.6931471805599453,6.049025657632513,1,2,3,6,0.93,Lost Cause
17526.0,200,3,872.8,0,5.303304908059076,1.3862943611198906,6.772851516517336,1,4,4,9,0.15,Protect
17527.0,19,2,606.62,0,2.995732273553991,1.0986122886681098,6.409549686572249,5,3,3,11,0.36,Protect
17530.0,115,6,1360.67,0,4.7535901911063645,1.9459101490553132,7.2164671666034135,2,5,4,11,0.04,Protect
17531.0,99,1,296.7,1,4.605170185988092,0.6931471805599453,5.69608626802173,3,2,2,7,0.92,Lost Cause
17535.0,189,1,164.4,1,5.247024072160486,0.6931471805599453,5.108366782589591,1,2,1,4,0.9,Lost Cause
