index,customerid,Recency,Frequency,Monetary,R_log,F_log,M_log,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment,Cluster,Cluster_Label
3275,17398.0,115,3,653.38,4.7535901911063645,1.3862943611198906,6.483688222474311,2,4,3,243,9,At Risk,2,Potential Loyals
3276,17400.0,126,5,2097.84,4.844187086458591,1.791759469228055,7.649140090140571,2,4,5,245,11,At Risk,2,Potential Loyals
3277,17402.0,5,12,2598.85,1.791759469228055,2.5649493574615367,7.863209030037616,5,5,5,555,15,Champions,1,Champions
3278,17403.0,36,1,263.92,3.610917912644224,0.6931471805599453,5.579427893616779,3,2,2,322,7,Potential Loyalists,3,Lost/Inactive
3279,17405.0,1,3,1031.41,0.6931471805599453,1.3862943611198906,6.9396511539657,5,4,4,544,13,At Risk,3,Lost/Inactive
3280,17406.0,333,3,2184.42,5.811140992976701,1.3862943611198906,7.689563308737489,1,4,5,145,10,Loyal Customers,2,Potential Loyals
3281,17408.0,163,1,32.65,5.099866427824199,0.6931471805599453,3.516013056090737,2,2,1,221,5,Potential Loyalists,0,Loyal Base
3282,17409.0,185,2,771.85,5.225746673713202,1.0986122886681098,6.650084980598328,1,3,3,133,7,Others,0,Loyal Base
3283,17410.0,16,5,1214.72,2.833213344056216,1.791759469228055,7.1030917728535865,4,4,4,444,12,At Risk,2,Potential Loyals
3284,17411.0,12,3,778.94,2.5649493574615367,1.3862943611198906,6.659216993647982,5,4,3,543,12,At Risk,3,Lost/Inactive
3285,17412.0,3,7,1258.06,1.3862943611198906,2.079441541679836,7.138120689779327,5,5,4,554,14,Champions,1,Champions
3286,17414.0,44,2,778.0,3.80666248977032,1.0986122886681098,6.658011045870748,3,3,3,333,9,At Risk,2,Potential Loyals
3287,17415.0,79,1,507.84,4.382026634673881,0.6931471805599453,6.23213362528801,2,2,3,223,7,Potential Loyalists,0,Loyal Base
3288,17416.0,30,7,6893.42,3.4339872044851463,2.079441541679836,8.838467667762448,4,5,5,455,14,At Risk,1,Champions
3289,17418.0,42,2,463.46,3.7612001156935615,1.0986122886681098,6.1408754404446775,3,3,2,332,8,At Risk,3,Lost/Inactive
3290,17419.0,11,12,4226.57,2.4849066497880004,2.5649493574615367,8.349382638885205,5,5,5,555,15,Champions,1,Champions
3291,17420.0,50,3,598.83,3.9318256327243257,1.3862943611198906,6.3966462817363405,3,4,3,343,10,At Risk,2,Potential Loyals
3292,17422.0,16,6,1979.37,2.833213344056216,1.9459101490553128,7.591038974917671,4,5,5,455,14,At Risk,2,Potential Loyals
3293,17423.0,46,2,698.41,3.8501476017100575,1.0986122886681098,6.550237122496749,3,3,3,333,9,At Risk,2,Potential Loyals
3294,17425.0,19,2,759.1700000000001,2.995732273553991,1.0986122886681098,6.63354209247732,4,3,3,433,10,At Risk,3,Lost/Inactive
3295,17426.0,8,6,5037.26,2.19722457733622,1.9459101490553128,8.524816063361785,5,5,5,555,15,Champions,1,Champions
3296,17427.0,72,1,100.8,4.290459441148391,0.6931471805599453,4.623010104116422,2,2,1,221,5,Potential Loyalists,0,Loyal Base
3297,17428.0,1,28,17256.85,0.6931471805599453,3.367295829986474,9.756022391409203,5,5,5,555,15,Champions,1,Champions
3298,17429.0,128,3,524.9200000000001,4.859812404361672,1.3862943611198906,6.265149109915909,2,4,3,243,9,At Risk,0,Loyal Base
3299,17430.0,33,2,265.76,3.5263605246161616,1.0986122886681098,5.586349377764106,4,3,2,432,9,At Risk,3,Lost/Inactive
3300,17431.0,313,1,403.3,5.749392985908253,0.6931471805599453,6.002157176646725,1,2,2,122,5,Potential Loyalists,0,Loyal Base
3301,17432.0,18,2,365.76,2.9444389791664403,1.0986122886681098,5.9047076831817,4,3,2,432,9,At Risk,3,Lost/Inactive
3302,17433.0,88,1,303.16,4.48863636973214,0.6931471805599453,5.717553878740119,2,2,2,222,6,Potential Loyalists,0,Loyal Base
3303,17434.0,2,7,2373.82,1.0986122886681098,2.079441541679836,7.77267692412289,5,5,5,555,15,Champions,1,Champions
3304,17436.0,2,2,216.3,1.0986122886681098,1.0986122886681098,5.381278887262384,5,3,1,531,9,At Risk,3,Lost/Inactive
3305,17438.0,254,1,388.4500000000001,5.541263545158426,0.6931471805599453,5.9647354873659575,1,2,2,122,5,Potential Loyalists,0,Loyal Base
3306,17440.0,157,3,186.42,5.062595033026967,1.3862943611198906,5.233352087695677,2,4,1,241,7,At Risk,0,Loyal Base
3307,17442.0,37,6,2248.56,3.6375861597263857,1.9459101490553128,7.718489920519429,3,5,5,355,13,At Risk,2,Potential Loyals
3308,17446.0,177,2,120.9,5.181783550292085,1.0986122886681098,4.803201036487226,2,3,1,231,6,At Risk,0,Loyal Base
3309,17447.0,40,2,541.53,3.713572066704308,1.0986122886681098,6.296243383424822,3,3,3,333,9,At Risk,3,Lost/Inactive
3310,17449.0,2,7,2516.21,1.0986122886681098,2.079441541679836,7.830906424312931,5,5,5,555,15,Champions,1,Champions
3311,17450.0,8,46,194390.79,2.19722457733622,3.8501476017100575,12.17763093760637,5,5,5,555,15,Champions,1,Champions
3312,17451.0,1,7,1721.4,0.6931471805599453,2.079441541679836,7.451473946050153,5,5,4,554,14,Champions,1,Champions
3313,17453.0,18,2,486.72,2.9444389791664403,1.0986122886681098,6.189741470692064,4,3,3,433,10,At Risk,3,Lost/Inactive
3314,17454.0,192,4,517.53,5.262690188904886,1.6094379124341005,6.25099788520506,1,4,3,143,8,Loyal Customers,2,Potential Loyals
3315,17455.0,204,1,131.7,5.3230099791384085,0.6931471805599453,4.888090941338162,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3316,17456.0,365,1,249.86,5.902633333401366,0.6931471805599453,5.524895014596528,1,2,2,122,5,Potential Loyalists,0,Loyal Base
3317,17457.0,127,5,1737.7,4.852030263919617,1.791759469228055,7.460892986533744,2,4,4,244,10,At Risk,2,Potential Loyals
3318,17458.0,15,1,316.5,2.772588722239781,0.6931471805599453,5.760477818332746,4,2,2,422,8,Potential Loyalists,3,Lost/Inactive
3319,17459.0,43,2,657.3,3.784189633918261,1.0986122886681098,6.489660754473831,3,3,3,333,9,At Risk,3,Lost/Inactive
3320,17460.0,94,6,622.4300000000001,4.553876891600541,1.9459101490553128,6.435236489370733,2,5,3,253,10,At Risk,2,Potential Loyals
3321,17461.0,23,3,735.82,3.1780538303479458,1.3862943611198906,6.602343628980946,4,4,3,443,11,At Risk,3,Lost/Inactive
3322,17462.0,60,2,675.69,4.110873864173311,1.0986122886681098,6.517213265531828,3,3,3,333,9,At Risk,2,Potential Loyals
3323,17463.0,16,5,1875.86,2.833213344056216,1.791759469228055,7.537355446697666,4,4,4,444,12,At Risk,2,Potential Loyals
3324,17464.0,158,1,289.96000000000004,5.068904202220232,0.6931471805599453,5.673185800678734,2,2,2,222,6,Potential Loyalists,0,Loyal Base
3325,17466.0,10,2,763.28,2.3978952727983707,1.0986122886681098,6.638934214171274,5,3,3,533,11,At Risk,3,Lost/Inactive
3326,17468.0,10,2,137.0,2.3978952727983707,1.0986122886681098,4.927253685157205,5,3,1,531,9,At Risk,3,Lost/Inactive
3327,17469.0,16,5,1870.97,2.833213344056216,1.791759469228055,7.5347466312681,4,4,4,444,12,At Risk,2,Potential Loyals
3328,17470.0,45,5,1125.07,3.828641396489095,1.791759469228055,7.02648897373005,3,4,4,344,11,At Risk,2,Potential Loyals
3329,17472.0,191,3,697.54,5.2574953720277815,1.3862943611198906,6.548992442626483,1,4,3,143,8,Loyal Customers,2,Potential Loyals
3330,17475.0,79,1,194.37,4.382026634673881,0.6931471805599453,5.274895196603544,2,2,1,221,5,Potential Loyalists,0,Loyal Base
3331,17480.0,78,1,511.82,4.3694478524670215,0.6931471805599453,6.239924906405982,2,2,3,223,7,Potential Loyalists,0,Loyal Base
3332,17481.0,4,4,1255.59,1.6094379124341005,1.6094379124341005,7.136156981955326,5,4,4,544,13,At Risk,3,Lost/Inactive
3333,17483.0,65,3,414.04,4.189654742026425,1.3862943611198906,6.028374901128079,3,4,2,342,9,At Risk,2,Potential Loyals
3334,17486.0,261,1,396.87,5.568344503761097,0.6931471805599453,5.986125318762377,1,2,2,122,5,Potential Loyalists,0,Loyal Base
3335,17489.0,59,2,376.64,4.0943445622221,1.0986122886681098,5.933941360864316,3,3,2,332,8,At Risk,0,Loyal Base
3336,17490.0,1,7,2092.32,0.6931471805599453,2.079441541679836,7.646506601347098,5,5,5,555,15,Champions,1,Champions
3337,17491.0,1,10,3558.87,0.6931471805599453,2.3978952727983707,8.177479306325386,5,5,5,555,15,Champions,1,Champions
3338,17492.0,248,1,374.57,5.517452896464707,0.6931471805599453,5.92844487193968,1,2,2,122,5,Potential Loyalists,0,Loyal Base
3339,17495.0,8,2,497.56,2.19722457733622,1.0986122886681098,6.211723943242329,5,3,3,533,11,At Risk,3,Lost/Inactive
3340,17496.0,359,1,271.05,5.886104031450156,0.6931471805599453,5.605985872931934,1,2,2,122,5,Potential Loyalists,0,Loyal Base
3341,17498.0,76,1,272.22,4.343805421853684,0.6931471805599453,5.610277331459341,2,2,2,222,6,Potential Loyalists,0,Loyal Base
3342,17499.0,290,1,622.88,5.673323267171493,0.6931471805599453,6.435958042183625,1,2,3,123,6,Potential Loyalists,0,Loyal Base
3343,17500.0,17,3,1138.0,2.8903717578961645,1.3862943611198906,7.037905963447182,4,4,4,444,12,At Risk,2,Potential Loyals
3344,17501.0,221,2,288.6,5.402677381872279,1.0986122886681098,5.668500660511562,1,3,2,132,6,Others,0,Loyal Base
3345,17502.0,9,4,689.1,2.302585092994046,1.6094379124341005,6.536836514626557,5,4,3,543,12,At Risk,3,Lost/Inactive
3346,17503.0,3,2,558.96,1.3862943611198906,1.0986122886681098,6.327865352606625,5,3,3,533,11,At Risk,3,Lost/Inactive
3347,17504.0,206,9,2997.03,5.332718793265369,2.302585092994046,8.00571068528359,1,5,5,155,11,Loyal Customers,2,Potential Loyals
3348,17505.0,161,2,1145.84,5.087596335232384,1.0986122886681098,7.0447656130660885,2,3,4,234,9,At Risk,2,Potential Loyals
3349,17506.0,76,1,302.2,4.343805421853684,0.6931471805599453,5.714392653768217,2,2,2,222,6,Potential Loyalists,0,Loyal Base
3350,17507.0,262,2,605.58,5.572154032177765,1.0986122886681098,6.407836624054821,1,3,3,133,7,Others,0,Loyal Base
3351,17509.0,58,8,6083.64,4.07753744390572,2.19722457733622,8.713522841798035,3,5,5,355,13,At Risk,2,Potential Loyals
3352,17510.0,25,1,308.48,3.258096538021482,0.6931471805599453,5.7348934696812535,4,2,2,422,8,Potential Loyalists,3,Lost/Inactive
3353,17511.0,3,31,91062.38,1.3862943611198906,3.4657359027997265,11.419311026583388,5,5,5,555,15,Champions,1,Champions
3354,17512.0,29,10,2924.99,3.4011973816621555,2.3978952727983707,7.981388163939233,4,5,5,455,14,At Risk,1,Champions
3355,17513.0,72,1,513.2,4.290459441148391,0.6931471805599453,6.2426122948317895,2,2,3,223,7,Potential Loyalists,0,Loyal Base
3356,17514.0,128,1,208.65,4.859812404361672,0.6931471805599453,5.345439473616771,2,2,1,221,5,Potential Loyalists,0,Loyal Base
3357,17515.0,31,4,639.02,3.4657359027997265,1.6094379124341005,6.461499425865447,4,4,3,443,11,At Risk,2,Potential Loyals
3358,17516.0,15,5,764.88,2.772588722239781,1.791759469228055,6.641025499505004,4,4,3,443,11,At Risk,2,Potential Loyals
3359,17517.0,309,1,153.94,5.736572297479192,0.6931471805599453,5.043037945203756,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3360,17519.0,17,6,1844.02,2.8903717578961645,1.9459101490553128,7.520245396524275,4,5,4,454,13,At Risk,2,Potential Loyals
3361,17520.0,54,1,546.81,4.007333185232471,0.6931471805599453,6.305928511499892,3,2,3,323,8,Potential Loyalists,0,Loyal Base
3362,17521.0,30,3,723.21,3.4339872044851463,1.3862943611198906,6.585081405576444,4,4,3,443,11,At Risk,2,Potential Loyals
3363,17522.0,2,5,1066.15,1.0986122886681098,1.791759469228055,6.972746822489577,5,4,4,544,13,At Risk,1,Champions
3364,17523.0,11,4,652.74,2.4849066497880004,1.6094379124341005,6.48270971889503,5,4,3,543,12,At Risk,3,Lost/Inactive
3365,17524.0,361,1,145.0,5.891644211825772,0.6931471805599453,4.983606621708336,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3366,17525.0,360,1,422.7,5.8888779583328805,0.6931471805599453,6.049025657632513,1,2,2,122,5,Potential Loyalists,0,Loyal Base
3367,17526.0,5,4,1195.9,1.791759469228055,1.6094379124341005,7.087490159879325,5,4,4,544,13,At Risk,3,Lost/Inactive
3368,17527.0,54,4,939.37,4.007333185232471,1.6094379124341005,6.8462734148384685,3,4,4,344,11,At Risk,2,Potential Loyals
3369,17528.0,1,8,3628.5,0.6931471805599453,2.19722457733622,8.196850176724896,5,5,5,555,15,Champions,1,Champions
3370,17530.0,1,10,2362.53,0.6931471805599453,2.3978952727983707,7.767911543192718,5,5,5,555,15,Champions,1,Champions
3371,17531.0,190,1,296.7,5.25227342804663,0.6931471805599453,5.69608626802173,1,2,2,122,5,Potential Loyalists,0,Loyal Base
3372,17534.0,54,1,223.36,4.007333185232471,0.6931471805599453,5.413251904640136,3,2,1,321,6,Potential Loyalists,0,Loyal Base
3373,17535.0,280,1,164.4,5.638354669333745,0.6931471805599453,5.108366782589591,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3374,17536.0,177,1,76.5,5.181783550292085,0.6931471805599453,4.350277936359301,2,2,1,221,5,Potential Loyalists,0,Loyal Base
3375,17537.0,30,2,887.6700000000001,3.4339872044851463,1.0986122886681098,6.789725963001244,4,3,3,433,10,At Risk,3,Lost/Inactive
3376,17538.0,26,1,98.42,3.295836866004329,0.6931471805599453,4.599353300666526,4,2,1,421,7,Potential Loyalists,3,Lost/Inactive
3377,17540.0,25,2,578.9,3.258096538021482,1.0986122886681098,6.362855674882395,4,3,3,433,10,At Risk,3,Lost/Inactive
3378,17542.0,270,1,170.75,5.602118820879701,0.6931471805599453,5.146039931102459,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3379,17545.0,43,3,642.32,3.784189633918261,1.3862943611198906,6.466642267627447,3,4,3,343,10,At Risk,2,Potential Loyals
3380,17548.0,234,1,103.3,5.459585514144159,0.6931471805599453,4.647271362006727,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3381,17549.0,24,2,148.86,3.218875824868201,1.0986122886681098,5.0097015249361645,4,3,1,431,8,At Risk,3,Lost/Inactive
3382,17550.0,197,3,267.16,5.288267030694535,1.3862943611198906,5.591583817293718,1,4,2,142,7,Loyal Customers,0,Loyal Base
3383,17551.0,359,1,290.34,5.886104031450156,0.6931471805599453,5.674490970020802,1,2,2,122,5,Potential Loyalists,0,Loyal Base
3384,17552.0,60,4,930.41,4.110873864173311,1.6094379124341005,6.836699567016301,3,4,4,344,11,At Risk,2,Potential Loyals
3385,17553.0,130,1,1487.6,4.875197323201151,0.6931471805599453,7.305591359925811,2,2,4,224,8,Potential Loyalists,0,Loyal Base
3386,17554.0,1,5,1952.45,0.6931471805599453,1.791759469228055,7.577352319081822,5,4,5,545,14,At Risk,1,Champions
3387,17555.0,20,2,480.31,3.044522437723423,1.0986122886681098,6.176511553155347,4,3,3,433,10,At Risk,3,Lost/Inactive
3388,17556.0,206,1,157.9,5.332718793265369,0.6931471805599453,5.068275073542671,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3389,17557.0,14,3,541.46,2.70805020110221,1.3862943611198906,6.29611434997733,4,4,3,443,11,At Risk,3,Lost/Inactive
3390,17560.0,95,4,854.95,4.564348191467836,1.6094379124341005,6.752211963220788,2,4,3,243,9,At Risk,2,Potential Loyals
3391,17561.0,19,1,165.12,2.995732273553991,0.6931471805599453,5.1127104187625525,4,2,1,421,7,Potential Loyalists,3,Lost/Inactive
3392,17562.0,14,7,1122.38,2.70805020110221,2.079441541679836,7.024097276842117,4,5,4,454,13,At Risk,2,Potential Loyals
3393,17564.0,24,3,454.01,3.218875824868201,1.3862943611198906,6.120319396731415,4,4,2,442,10,At Risk,3,Lost/Inactive
3394,17566.0,8,2,869.77,2.19722457733622,1.0986122886681098,6.769377877687473,5,3,3,533,11,At Risk,3,Lost/Inactive
3395,17567.0,7,8,4331.48,2.079441541679836,2.19722457733622,8.373895405306746,5,5,5,555,15,Champions,1,Champions
3396,17569.0,332,1,344.14,5.808142489980444,0.6931471805599453,5.843950131819433,1,2,2,122,5,Potential Loyalists,0,Loyal Base
3397,17571.0,50,4,1424.42,3.9318256327243257,1.6094379124341005,7.262221786118486,3,4,4,344,11,At Risk,2,Potential Loyals
3398,17572.0,71,4,226.75000000000003,4.276666119016055,1.6094379124341005,5.428248536140067,3,4,1,341,8,At Risk,0,Loyal Base
3399,17573.0,29,3,380.6,3.4011973816621555,1.3862943611198906,5.944372939574132,4,4,2,442,10,At Risk,3,Lost/Inactive
3400,17574.0,243,1,185.65,5.497168225293202,0.6931471805599453,5.229235205360593,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3401,17576.0,8,19,3564.83,2.19722457733622,2.995732273553991,8.179152124824576,5,5,5,555,15,Champions,1,Champions
3402,17578.0,218,1,143.45999999999998,5.389071729816501,0.6931471805599453,4.973002652622701,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3403,17579.0,5,3,448.9,1.791759469228055,1.3862943611198906,6.109025335847127,5,4,2,542,11,At Risk,3,Lost/Inactive
3404,17580.0,253,3,212.77,5.537334267018537,1.3862943611198906,5.364900670691189,1,4,1,141,6,Loyal Customers,0,Loyal Base
3405,17581.0,1,25,11025.24,0.6931471805599453,3.258096538021482,9.308033165645911,5,5,5,555,15,Champions,1,Champions
3406,17582.0,236,1,175.27,5.468060141135132,0.6931471805599453,5.172016910431863,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3407,17584.0,7,2,1242.3,2.079441541679836,1.0986122886681098,7.125524413958892,5,3,4,534,12,At Risk,3,Lost/Inactive
3408,17585.0,109,4,1116.68,4.700480365792417,1.6094379124341005,7.019010387342232,2,4,4,244,10,At Risk,2,Potential Loyals
3409,17588.0,100,3,1240.2,4.61512051684126,1.3862943611198906,7.123833932574225,2,4,4,244,10,At Risk,2,Potential Loyals
3410,17589.0,60,4,2402.92,4.110873864173311,1.6094379124341005,7.784856017231161,3,4,5,345,12,At Risk,2,Potential Loyals
3411,17590.0,2,3,1466.77,1.0986122886681098,1.3862943611198906,7.2914995211502145,5,4,4,544,13,At Risk,3,Lost/Inactive
3412,17591.0,73,7,2203.67,4.30406509320417,2.079441541679836,7.698333116816846,2,5,5,255,12,At Risk,2,Potential Loyals
3413,17593.0,4,5,3923.86,1.6094379124341005,1.791759469228055,8.275085960790554,5,4,5,545,14,At Risk,1,Champions
3414,17594.0,85,2,993.18,4.454347296253507,1.0986122886681098,6.901918276781505,2,3,4,234,9,At Risk,2,Potential Loyals
3415,17595.0,12,2,386.69,2.5649493574615367,1.0986122886681098,5.960206051205209,5,3,2,532,10,At Risk,3,Lost/Inactive
3416,17596.0,23,7,2806.69,3.1780538303479458,2.079441541679836,7.9401173601909,4,5,5,455,14,At Risk,1,Champions
3417,17597.0,214,1,2044.37,5.3706380281276624,0.6931471805599453,7.623333981206562,1,2,5,125,8,Potential Loyalists,0,Loyal Base
3418,17600.0,18,1,161.67000000000002,2.9444389791664403,0.6931471805599453,5.091723608778362,4,2,1,421,7,Potential Loyalists,3,Lost/Inactive
3419,17601.0,239,1,116.01,5.480638923341991,0.6931471805599453,4.7622594012308666,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3420,17602.0,2,6,5054.42,1.0986122886681098,1.9459101490553128,8.52821621405653,5,5,5,555,15,Champions,1,Champions
3421,17603.0,78,1,394.72,4.3694478524670215,0.6931471805599453,5.980706890455022,2,2,2,222,6,Potential Loyalists,0,Loyal Base
3422,17604.0,217,2,309.36,5.384495062789089,1.0986122886681098,5.737732914025749,1,3,2,132,6,Others,0,Loyal Base
3423,17608.0,33,2,191.99,3.5263605246161616,1.0986122886681098,5.2626383740910185,4,3,1,431,8,At Risk,3,Lost/Inactive
3424,17609.0,41,5,1098.28,3.737669618283368,1.791759469228055,7.002410699023519,3,4,4,344,11,At Risk,2,Potential Loyals
3425,17611.0,7,15,3961.12,2.079441541679836,2.772588722239781,8.2845345145333,5,5,5,555,15,Champions,1,Champions
3426,17612.0,53,6,2048.45,3.9889840465642745,1.9459101490553128,7.625326743452606,3,5,5,355,13,At Risk,2,Potential Loyals
3427,17613.0,23,14,4544.55,3.1780538303479458,2.70805020110221,8.421904011391415,4,5,5,455,14,At Risk,1,Champions
3428,17614.0,57,1,386.32,4.060443010546419,0.6931471805599453,5.959251224743331,3,2,2,322,7,Potential Loyalists,0,Loyal Base
3429,17615.0,130,3,329.6,4.875197323201151,1.3862943611198906,5.800909185386924,2,4,2,242,8,At Risk,0,Loyal Base
3430,17616.0,174,3,571.1999999999999,5.1647859739235145,1.3862943611198906,6.3494885806160095,2,4,3,243,9,At Risk,0,Loyal Base
3431,17618.0,6,3,930.28,1.9459101490553128,1.3862943611198906,6.836559983939986,5,4,4,544,13,At Risk,3,Lost/Inactive
3432,17619.0,312,1,214.37,5.746203190540153,0.6931471805599453,5.372357479256501,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3433,17620.0,60,1,81.44,4.110873864173311,0.6931471805599453,4.412070756022258,3,2,1,321,6,Potential Loyalists,0,Loyal Base
3434,17621.0,21,3,1379.9,3.091042453358316,1.3862943611198906,7.230490739491305,4,4,4,444,12,At Risk,2,Potential Loyals
3435,17623.0,33,1,527.05,3.5263605246161616,0.6931471805599453,6.269190976192483,4,2,3,423,9,Potential Loyalists,3,Lost/Inactive
3436,17624.0,15,2,843.48,2.772588722239781,1.0986122886681098,6.73872105331496,4,3,3,433,10,At Risk,3,Lost/Inactive
3437,17625.0,18,4,2020.4,2.9444389791664403,1.6094379124341005,7.611545619640562,4,4,5,445,13,At Risk,2,Potential Loyals
3438,17628.0,81,1,75.75,4.406719247264253,0.6931471805599453,4.340553386467307,2,2,1,221,5,Potential Loyalists,0,Loyal Base
3439,17629.0,6,8,1814.12,1.9459101490553128,2.19722457733622,7.503906860215884,5,5,4,554,14,Champions,1,Champions
3440,17630.0,170,2,503.6,5.14166355650266,1.0986122886681098,6.223766036206958,2,3,3,233,8,At Risk,0,Loyal Base
3441,17631.0,2,3,528.33,1.0986122886681098,1.3862943611198906,6.271612055889925,5,4,3,543,12,At Risk,3,Lost/Inactive
3442,17633.0,31,4,1324.84,3.4657359027997265,1.6094379124341005,7.189801499815289,4,4,4,444,12,At Risk,2,Potential Loyals
3443,17634.0,36,9,2358.59,3.610917912644224,2.302585092994046,7.766243154113498,3,5,5,355,13,At Risk,2,Potential Loyals
3444,17636.0,19,1,285.56,2.995732273553991,0.6931471805599453,5.657947938312402,4,2,2,422,8,Potential Loyalists,3,Lost/Inactive
3445,17637.0,31,2,547.0600000000001,3.4657359027997265,1.0986122886681098,6.3063847700056215,4,3,3,433,10,At Risk,3,Lost/Inactive
3446,17639.0,276,1,108.5,5.6240175061873385,0.6931471805599453,4.695924549256556,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3447,17640.0,87,1,621.66,4.477336814478207,0.6931471805599453,6.434000623425246,2,2,3,223,7,Potential Loyalists,0,Loyal Base
3448,17642.0,120,2,712.29,4.795790545596741,1.0986122886681098,6.569888069839022,2,3,3,233,8,At Risk,0,Loyal Base
3449,17643.0,373,1,101.55,5.924255797414532,0.6931471805599453,4.63035048451839,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3450,17644.0,1,11,2895.64,0.6931471805599453,2.4849066497880004,7.971306723565063,5,5,5,555,15,Champions,1,Champions
3451,17646.0,219,3,1008.39,5.393627546352362,1.3862943611198906,6.917101466981717,1,4,4,144,9,Loyal Customers,2,Potential Loyals
3452,17647.0,65,1,133.06,4.189654742026425,0.6931471805599453,4.898287460929812,3,2,1,321,6,Potential Loyalists,0,Loyal Base
3453,17648.0,61,4,1797.5,4.127134385045092,1.6094379124341005,7.494708263135679,3,4,4,344,11,At Risk,2,Potential Loyals
3454,17649.0,138,1,868.49,4.934473933130692,0.6931471805599453,6.767906832865638,2,2,3,223,7,Potential Loyalists,0,Loyal Base
3455,17650.0,21,1,166.07999999999998,3.091042453358316,0.6931471805599453,5.118472739628975,4,2,1,421,7,Potential Loyalists,3,Lost/Inactive
3456,17651.0,12,10,3945.0,2.5649493574615367,2.3978952727983707,8.28045768658256,5,5,5,555,15,Champions,1,Champions
3457,17652.0,25,12,4867.72,3.258096538021482,2.5649493574615367,8.490586347854247,4,5,5,455,14,At Risk,1,Champions
3458,17653.0,37,4,1207.56,3.6375861597263857,1.6094379124341005,7.09718484723547,3,4,4,344,11,At Risk,2,Potential Loyals
3459,17654.0,277,1,117.55,5.627621113690637,0.6931471805599453,4.775334812511415,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3460,17655.0,11,7,2638.94,2.4849066497880004,2.079441541679836,7.878511468609366,5,5,5,555,15,Champions,1,Champions
3461,17656.0,73,5,1674.69,4.30406509320417,1.791759469228055,7.4239802997335635,2,4,4,244,10,At Risk,2,Potential Loyals
3462,17658.0,26,2,595.42,3.295836866004329,1.0986122886681098,6.39094511686889,4,3,3,433,10,At Risk,3,Lost/Inactive
3463,17659.0,17,12,2999.46,2.8903717578961645,2.5649493574615367,8.006520889229225,4,5,5,455,14,At Risk,1,Champions
3464,17660.0,141,1,178.75,4.955827057601261,0.6931471805599453,5.191566996601156,2,2,1,221,5,Potential Loyalists,0,Loyal Base
3465,17663.0,26,7,1802.91,3.295836866004329,2.079441541679836,7.4977118102428095,4,5,4,454,13,At Risk,2,Potential Loyals
3466,17664.0,19,2,604.64,2.995732273553991,1.0986122886681098,6.406285750140171,4,3,3,433,10,At Risk,3,Lost/Inactive
3467,17666.0,4,2,728.16,1.6094379124341005,1.0986122886681098,6.591893186664721,5,3,3,533,11,At Risk,3,Lost/Inactive
3468,17667.0,66,5,2055.51,4.204692619390966,1.791759469228055,7.628765650289339,3,4,5,345,12,At Risk,2,Potential Loyals
3469,17668.0,1,2,347.75,0.6931471805599453,1.0986122886681098,5.854355333135575,5,3,2,532,10,At Risk,3,Lost/Inactive
3470,17669.0,43,7,3406.7200000000003,3.784189633918261,2.079441541679836,8.133798724949507,3,5,5,355,13,At Risk,2,Potential Loyals
3471,17670.0,228,1,205.7,5.43372200355424,0.6931471805599453,5.331268466687723,1,2,1,121,4,Potential Loyalists,0,Loyal Base
3472,17671.0,16,4,1572.71,2.833213344056216,1.6094379124341005,7.361191168037922,4,4,4,444,12,At Risk,2,Potential Loyals
3473,17672.0,50,2,3178.17,3.9318256327243257,1.0986122886681098,8.064375435416844,3,3,5,335,11,At Risk,2,Potential Loyals
3474,17673.0,1,6,1594.97,0.6931471805599453,1.9459101490553128,7.375236980840607,5,5,4,554,14,Champions,1,Champions
3475,17674.0,74,2,551.04,4.31748811353631,1.0986122886681098,6.313620507419839,2,3,3,233,8,At Risk,0,Loyal Base
3476,17675.0,1,31,20374.28,0.6931471805599453,3.4657359027997265,9.922077680345929,5,5,5,555,15,Champions,1,Champions
3477,17676.0,4,6,1371.18,1.6094379124341005,1.9459101490553128,7.224155995015752,5,5,4,554,14,Champions,1,Champions
3478,17677.0,2,30,16345.38,1.0986122886681098,3.4339872044851463,9.701761745083482,5,5,5,555,15,Champions,1,Champions
3479,17678.0,264,1,298.11,5.579729825986222,0.6931471805599453,5.700811398711247,1,2,2,122,5,Potential Loyalists,0,Loyal Base
3480,17679.0,53,2,1992.11,3.9889840465642745,1.0986122886681098,7.597451511865824,3,3,5,335,11,At Risk,2,Potential Loyals
